Film,Film Studio/Producer(s),Award,Year of Release,Movie Time,Movie Genre,IMDB Rating,IMDB Votes,Content Rating,Directors,Actors,Production Company,director_movie_nominated
Sideways,Michael London,Nominee,2004,127,"Comedy,Drama,Romance",7.5,"184,511",R,Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Jessica Hecht, Missy Doty, Alysia Reiner, Shake Toukhmanian, M.C. Gainey, Marylouise Burke, Duke Moosekian, Robert Covarrubias, Patrick Gallagher, Stephanie Faracy, Joe Marinelli, Chris Burroughs, Toni Howard, Rev. Fr. Khoren Babouchian, Lee Brooks, Peter Dennis, Alison Herson, Phil Reeves, Robert Trow, Lacey Rae, Cesar ""Cheeser"" Ramos, Daniel Rogers, Simon Kassis, Sevag Kendirjian, Heghine (Helen) Harboyan, Gohar Toranyan",Fox Searchlight,3
The Descendants,"Jim Burke, Alexander Payne, and Jim Taylor",Nominee,2011,115,"Comedy,Drama",7.3,"236,381",R,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Beau Bridges, Nick Krause, Patti Hastie, Robert Forster, Judy Greer, Matthew Lillard, Grace A. Cruz, Kim Gennaula, Karen Kuioka Hironaga, Carmen Kaichi, Kaui Hart Hemmings, Matt Corboy, Matt Esecson, Michael Ontkean, Stanton Johnston, Jonathan McManus, Hugh Foster, Tiare R. Finney, Tom McTigue, Milt [Lewis] Kogan, Mary Birdsong, Rob Huebel, Laird Hamilton, Aileen ""Boo"" Arnold, Esther Kang, Melissa Kim, Barbara Lee Southern, Celia Kenney, Matthew Reese, Zoel Turnbull, Linda Rose Herman, Scott Michael Morgan, Darryl K. Gonzales, Koko Kanealii, Romey ""Keola"" Yokotake",Fox Searchlight,3
Nebraska,Albert Berger and Ron Yerxa,Nominee,2013,115,"Adventure,Comedy,Drama",7.7,"115,031",R,Alexander Payne,"Bruce Dern, Will Forte, June Squibb, Bob Odenkirk, Stacy Keach, Devin Ratray, Missy Doty, Rance Howard, Kevin Kunkel, Angela McEwan, Anthony Schmidt, Melinda Simonsen, Ronald Vosta, Mary Louise Wilson",Paramount Pictures,3
Crash,Paul Haggis and Cathy Schulman,Winner,2004,112,"Crime,Drama,Thriller",7.7,"426,775",R,Paul Haggis,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Chris ""Ludacris"" Bridges, Larenz Tate, Ryan Phillippe, Thandie Newton, Michael Peña, Nona Gaye, Shaun Toub, Loretta Devine, Bahar Soomekh, Beverly Todd, Keith David, Sean Cory, Tony Danza, Billy Gallo, Karina Arroyave, Art Chudabala, James Haggis, Ken Garito, Dato Bakhtadze, Marina Sirtis, Daniel Dae Kim, Paul Haggis",Lionsgate Films,1
Brokeback Mountain,Diana Ossana and James Schamus,Nominee,2005,134,"Drama,Romance",7.7,"337,000",R,Ang Lee,"Heath Ledger, Jake Gyllenhaal, Anne Hathaway, Michelle Williams, Randy Quaid, Linda Cardellini, Anna Faris, Graham Beckel, Valerie Planche, David Harbour, Kate Mara, Víctor Reyes, Roberta Maxwell, Lachlan Mackintosh, Larry Reese, Peter McRobbie, Marty Antonini, Scott Michael Campbell, David Trimble, Tom Carey, Don Bland, Dan McDougall, Steven Cree Molison, Mary Liboiron, Duval Lang, Dean Barrett, Hannah Stewart, Kade Philips, Steffen Cole Moster, Brooklynn Proulx, Keanna Dubé, James Baker, Pete Seadon, Sarah Hyslop, Jacey Kenny, Jerry Callaghan, Cayla Wolever, Cheyenne Hill, Jake Church, Ken Zilka, John Tench, Will Martin, Gary Lauder, Christian Fraser, Cam A. Sutherland, Chyanne Hodgson, David Leader, Jory Vine, Mark Van Tienhoven, Greg Schlosser, Dwayne Wiley, Shane Pollitt, T.J. Bews, Lynn Ivall, Richard Emerson",Focus Features,2
Life of Pi,"Gil Netter, Ang Lee, and David Womark",Nominee,2012,127,"Adventure,Drama,Fantasy",7.9,"598,436",PG,Ang Lee,"Suraj Sharma, Irrfan Khan, Tabu, Gérard Depardieu, Adil Hussain, Ayush Tandon, Rafe Spall, Bombay Jayashri",20th Century Fox,2
Capote,"Caroline Baron, William Vince, and Michael Ohoven",Nominee,2005,114,"Biography,Crime,Drama",7.3,"128,822",R,Bennett Miller,"Philip Seymour Hoffman, Catherine Keener, Chris Cooper, Bruce Greenwood, Bob Balaban, Amy Ryan, Clifton Collins Jr., Mark Pellegrino, Allie Mickelson, Marshall Bell, Araby Lockhart, Robert Huculak, R.D. Reid, Bob Huculak, Robert McLaughlin, Dan Futterman, Harry Nelken, Kerr Hewitt, John Maclaren, Jeremy Dangerfield, Kwesi Ameyaw, Jim Shepard, C. Ernst Harth, John B. Destry, Adam Kimmel",Sony Pictures,2
Moneyball,"Michael De Luca, Rachael Horovitz, and Brad Pitt",Nominee,2011,133,"Biography,Drama,Sport",7.6,"389,329",PG-13,Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright, Chris Pratt, Brent Jennings, Ken Medlock, Tammy Blanchard, Vyto Ruginis, Jack McGee, Nick Searcy, Glenn Morshower, Casey Bond, Nick Porrazzo, Kerris Dorsey, Arliss Howard, Reed Thompson, James Shanklin, Diane Behrens, Takayo Fischer, Derrin Ebert, Miguel Mendoza, Adrian Bellani, Tom Gamboa, Artie Harris, Barry Moss, Bob Bishop, George Vranau, Phil Pote, Art Ortiz, Royce Clayton, Marvin Horn, Brent Dohling",Sony Pictures,2
Babel,"Alejandro González Iñárritu, Steve Golin, and Jon Kilik",Nominee,2006,143,Drama,7.4,"295,061",R,Alejandro González Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal, Adriana Barraza, Rinko Kikuchi, Koji Yakusho, Said Tarchani, Boubker Ait El Caid, Mustapha Rachidi, Elle Fanning, Nathan Gamble, Mohamed Akhzam, Harriet Walter, Trevor Martin, Matyelok Gibbs, Clifton Collins Jr., Georges Bousquet, Claudine Acs, Robert Esquivel, André Oumansky, Michael Peña, Michael Maloney, Dermot Crowley, Abdelaziz Merzoug, Omar El Mallouli, Sfia Ait Benboullah, Hammou Aghrar, Mohamed Ait Lahcen, Ali Hamadi, Lhacen Znin, Mustapha Amhita, Soukayna Ait Boufakri, Alex Jennings, Mohammed Bennani, Driss Roukhe, Wahiba Sahmi, Fadmael Ouali, Zahra Ahkouk, Abdelkader Bara, Ehou Mama, Mónica Del Carmen, Rosa Reyes, Damian Garcia, Cynthia Montaño, Maripaz Lopez, Polo Nuño, Emilio Echevarría, Peter Wight, Yuko Murata, Sanae Miura, Shigemitsu Ogi, Satoshi Nikaido, Kazunori Tozawa, Nobushige Suematsu, Shinji Suzuki, Kazuma Yamane",Paramount Pictures,1
Little Miss Sunshine,"David T. Friendly, Peter Saraf, and Marc Turtletaub",Nominee,2006,101,"Comedy,Drama",7.8,"453,506",R,"Jonathan Dayton, Valerie Faris","Greg Kinnear, Toni Collette, Steve Carell, Paul Dano, Abigail Breslin, Alan Arkin, Bryan Cranston, Beth Grant, Mary Lynn Rajskub, Marc Turtletaub, Jill Talley, Brenda Canela, Julio Oscar Mechoso, Robert O'Connor, Gordon Thomson, Matt Winston, Chuck Loring, Justin Shilton, Steven Christopher Parker, John Walcutt, Paula Newsome, Dean Norris, Wallace Langham, Lauren Shiohama, Jerry Giles, Geoff Meed, Joan Scheckel, Casandra Ashe, Mel Rodriguez, Alexandria Alaman, Cassandra Ashe, Brittany Baird, Alissa Anderegg, Brenae Bandy, Maliah Hudson, Erik David, Lindsey Jordan, Annabelle Roberts, Nicole Stoehr, Cambria Baird, Kristen Holaas, Destry Jacobs, Shane Murphy, Sydni Stevenson-Love, Lauren Yee",Fox Searchlight,1
Atonement,"Tim Bevan, Eric Fellner, and Paul Webster",Nominee,2007,123,"Drama,Mystery,Romance",7.8,"261,609",R,Joe Wright,"James McAvoy, Keira Knightley, Saoirse Ronan, Brenda Blethyn, Romola Garai, Vanessa Redgrave, Allie MacKay, Benedict Cumberbatch, Julia Ann West, Harriet Walter, Daniel Mays, Juno Temple, Nonso Anozie, Julia Westland, Felix von Simson, Charlie Von Simson, Leander Deeny, Alfie Allen, Patrick Kennedy, Michelle Duncan, Peter Wight, Michel Vuillermoz, Peter McNeil O'Connor, Nick Bagnall, Lionel Abelanski, Anthony Minghella, Tobias Menzies, Paul Stocker, John Normington, Alex Noodle, Roger Evans, Bronson Webb, Ian Bonar, Oliver Gilbert, Jamie Beamish, Johnny Harris, Billy Seymour, Neil Maskell, Paul Harper, Gina McKee, Charlie Banks, Madeleine Crowe, Scarlett Dalton, Katy Lawrence, Jade Moulla, Georgia Oakley, Alice Orr-Ewing, Catherine Philps, Bryony Reiss, Sarah Shaul, Anna Singleton, Emily Thomson, Kelly Scott, Mark Holgate, Ryan Kiggell, Vivienne Gibbs, Matthew Forest, Richard Stacey, Jay Quinn, Jérémie Renier, Ailidh Mackay, Jack Harcourt, Ben Harcourt, Tilly Vosburgh, Angel Witney, Bonnie Witney, Webb. Bem, Wendy Nottingham, Benjamin Wallfisch",Focus Features,2
Darkest Hour,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten, and Douglas Urbanski",Nominee,2017,125,"Biography,Drama,History",7.4,"184,502",PG-13,Joe Wright,"Gary Oldman, Kristin Scott Thomas, Stephen Dillane, Ronald Pickup, Ben Mendelsohn, Lily James",Focus Features,2
Juno,"Lianne Halfon, Mason Novick, and Russell Smith",Nominee,2007,96,"Comedy,Drama",7.4,"502,296",PG-13,Jason Reitman,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman, Olivia Thirlby, J.K. Simmons, Rainn Wilson, Daniel Clark, Eileen Pedde, Steve Rendazzo, Darla Vandenbossche, Aman Johal, Valerie Tian, Emily Perkins, Allison Janney, Kaaren de Zilva, Steven Christopher Parker, Candice Accola, Sierra Pitkin, Cut Chemist, Eve Harlow, Kirsten Williamson, Emily Tennant, Ashley Whillans, Jeff Witzke, Colin McSween, Peggy Logan, Cameron Bright, Wendy Russell, Joy Galmut, Robyn Ross, Dallas Hanson, Bryson Russell, Derek Mann, Keith Frost, Grayson Grant, Robin Watts, Tyler Watts, Brandon Barton, Josephine Reitman, Oliver Gorin, Ethan Steelberg, Matthew Sanders",Fox Searchlight,2
Up in the Air,"Daniel Dubiecki, Ivan Reitman, and Jason Reitman",Nominee,2009,109,"Comedy,Drama,Romance",7.4,"325,743",R,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick, Danny McBride (IV), Jason Bateman, Melanie Lynskey, Amy Morton, Sam Elliott, J.K. Simmons, Christopher Lowell, Zach Galifianakis, Chris Lowell",Paramount Pictures,2
Michael Clayton,"Jennifer Fox, Kerry Orent, and Sydney Pollack",Nominee,2007,119,"Crime,Drama,Mystery",7.2,"160,164",R,Tony Gilroy,"George Clooney, Tilda Swinton, Tom Wilkinson, Sydney Pollack, Michael O'Keefe, Denis O'Hare, Robert Prescott, Terry Serpico, Ken Howard, Julie White, Merritt Wever, Tom McCarthy, Kevin Hagan, Austin Williams, David Lansbury, Remy Auberjonois, Heidi Armbruster, Jonathan Walker, Cynthia Mace, Michael Countryman, Rachael Black, Sean Cullen, Brian Poteat, Wai Chan, Alberto Vasquez, Christopher Mann, Edward Furs, Brian Koppelman, Katherine Waterston, Jennifer Van Dyck, Frank Wood, John Gerard Franklin, Richard Hecht, William Raymond, Sharon Washington, Jason Strong, Amy Hargreaves, Pun Bandhu, David Zayas, Susan Pellegrino, Danielle Skraastad, Rachel Black, Matthew Detmer, Pamela Gray, Andrew Sherman, Julia Gibson, Susan Egbert, Paul Oquist, Doug McGrath, Gregory Dann, Cathy Diane Tomlin, Sam Gilroy, Maggie Siff, Sarah Nichols, Susan McBrien, Jordan Lage, Neal Huff, Paul Juhn, Mike Scelza, Blake Neely",Warner Brothers Pictures,1
There Will Be Blood,"Paul Thomas Anderson, Daniel Lupi, and JoAnne Sellar",Nominee,2007,158,Drama,8.2,"542,278",R,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, David Willis, Barry Del Sherman, Paul F. Tompkins, Dillon Freasier, Sydney McCallister, David Warshofsky, Colton Woodward, Martin Stringer, Kevin Breznahan, Colleen Foy, Jim Meskimen, Erica Sullivan, Randall Carver, Coco Leigh, James Downey, Dan Swallow, Robert Arber, Bob Bell, David Williams, Irene G. Hunter, Hope Elizabeth Reeves, Tom Doyle, John Burton, Hans Howes, Robert Barge, Robert Hills, Russell Harvard",Paramount Pictures,1
Slumdog Millionaire,Christian Colson,Winner,2008,120,"Drama,Romance",8.0,"816,485",R,Danny Boyle,"Dev Patel, Freida Pinto, Madhur Mittal, Anil Kapoor, Mia Inderbitzin, Mahesh Manjrekar, Ayush Mahesh Khedekar, Irrfan Khan, Rubina Ali, Tanvi Ganesh Lonkar, Ashutosh Lobo Gajiwala, Tanay Chheda, Rajendranath Zutshi, Himanshu Tyagi, Imran Hasny, Tanay Hemant Chheda, Azharuddin Mohammed Ismail, Saurabh Shukla, Jeneva Talwar, Sunil Kumar Agrawal",Fox Searchlight,2
127 Hours,"Danny Boyle, John Smithson, and Christian Colson",Nominee,2010,94,"Biography,Drama",7.5,"359,243",R,Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara, Kate Burton, Lizzy Caplan, Clémence Poésy, Treat Williams, Peter Joshua, Pieter Jan Brugge, Sean Bolt, Koleman Stinger, John Lawrence, Bailee Michelle Johnson, Rebecca C. Olson, Parker Hadley, Fenton Quinn Jr., Jeffrey Wood, Norman Lehnert, Darin Southam",Fox Searchlight,2
The Curious Case of Benjamin Button,"Kathleen Kennedy, Frank Marshall, and Ceán Chaffin",Nominee,2008,166,"Drama,Fantasy,Romance",7.8,"611,518",PG-13,David Fincher,"Brad Pitt, Cate Blanchett, Jason Flemyng, Julia Ormond, Taraji P. Henson, Tilda Swinton, Elle Fanning, Elias Koteas, Jared Harris, Mahershala Ali, Lance E. Nichols, Phyllis Somerville, Rampai Mohadi, Peter D. Badalamenti II, Madisen Beaty, Lois Hall, Ed Metzger, Robert Towers, Faune A. Chambers, Spencer Daniels, Chandler Canterbury, Dave Jensen, Ted Manson, Patrick Holland",Paramount Pictures,2
The Social Network,"Dana Brunetti, Ceán Chaffin, Michael De Luca, and Scott Rudin",Nominee,2010,120,"Biography,Drama",7.7,"651,516",PG-13,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, Joseph Mazzello, John Getz, David Selby, Denise Grayson, Douglas Urbanski, Rooney Mara, Bryan Barter, Patrick Mapel, Barry Livingston, Marybeth Massett, Henry Roosevelt, Shelby Young, Nick Smoke, Cali Fredrichs, Steve Sires, Malese Jow, Victor Z. Isaac, Abhi Sinha, Mark Saul, Cedric Sanders, Dakota Johnson, Inger Tudor, Mariah Bonner, Emma Fitzpatrick, Jeffrey Thomas Border, James Shanklin, Alex Reznick, John Hayden, Oliver Muirhead, Wallace Langham, Cayman Grant, Scott Lawrence, Jared Hillman, Caitlin Gerard, Peter Asle Holden, Darin Cooper, Dustin Fitzsimons, Toby Meuli, Alecia Svenson, Jami Owen, James Dastoli, Robert Dastoli, Scotty Crowe, Jayk Gallagher, Marcella Lentz-Pope, Trevor Wright, Randy Evans, Carrie Armstrong, Pamela Roylance, Brian Palermo, Brett Leigh, Chris Gouche, Nicholas Tubbs, Kevin Chui, Richard Ferris, Burke Walton, Anh Nguyen, Dane Nightingale, Stephen Fuller, John He, Nancy Linari, Aaron Sorkin, Kyle Fain, Christopher Khai, Courtney Arndt, Felisha Terrell, Zoe De Toledo, Simon Barr, Alex Leigh Barker, Phil Turnham, Richie Steele, Chris Friend, Tom Harvey, Alex Olijnyk, Ray Poulter, Bob Hewitt, Dave Lambourne, James Padmore, Sebastian Kouba, Charles Herbert, Robin Dowell, Nathan Hillyer, Sarah Adler, Amy Ferguson, Monique Edwards, Lacey Beeman, Cherilyn Wilson, Caleb Landry Jones, Franco Vega, Andrew Thacher",Columbia Pictures,2
The Blind Side,"Gil Netter, Andrew A. Kosove, and Broderick Johnson",Nominee,2009,129,"Biography,Drama,Sport",7.6,"305,982",PG-13,John Lee Hancock,"Sandra Bullock, Tim McGraw, Quinton Aaron, Ray McKinnon, Jae Head, Lily Collins, Kim Dickens, Adriane Lenox, Kathy Bates, Catherine Dyer, Andy Stahl, Tom Nowicki, Libby Whittemore, Brian Hollan, Melody Weintraub, Dr. Sharon Morris May, Omar J. Dorsey, Omar Dorsey, Paul Amadi, IronE Singleton, Hampton Fluker, Rhoda Griffis, Eaddy Mays, Ashley LeConte Campbell, Stacey Turner, Elisabeth Omilami, Elizabeth Omilami, Afemo Omilami, Patrick G. Keenan, Maria Howell, Patrick J. Keenan, Eric Benson, David Dwyer, Catherine Combs, Kelly Johns, Robert Pralgo, Whitney Branan, Brian Sutherin, Rachel St. Gelais, Brandon Rivers, Jody Thompson, James Donadio, L. Warren Young, Brett Rice, Kevin Nichols, Preston Brant, Matthew Atkinson, Trey Best, Omid Soltani, Destiny Long, April Rich, Jaye Tyroff, Ben Keen, John Newberg, John Henry Hancock, Joe Chrest, Michael Fisher, Lamont Koonce, Phil Fulmer, Phillip Fulmer, Lou Holtz, Tom Lemming, Houston Nutt, Ed Orgeron, Franklin ""Pepper"" Rodgers, Nick Saban, Tommy Tuberville",Warner Brothers Pictures,1
District 9,Peter Jackson and Carolynne Cunningham,Nominee,2009,112,"Action,Sci-Fi,Thriller",7.9,"653,215",R,Neill Blomkamp,"Sharlto Copley, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Devlin Brown, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt, Sylvaine Strike, John Sumner, Elizabeth Mkandawie, Greg Melvill-Smith, Nick Blake, Jed Brophy, Marian Hooman, Vittorio Leonardi, Johan van Schoor, Stella Steenkamp, Tim Irwin Gordon, Mampho Brescia, Morne Erasmus, Anthony Bishop, David Clatworthy, Mike Huff, Jonathan Taylor, Jason Cope, Anthony Fridjhon, Hlengiwe Madlala, Siyabonga Radebe, Melt Sieberhagen, Andre Odendaal, John Ellis, Louise Saint Claire, Alan Glauber, Nicolas Herbstein, Norman Antsey, Nick Boraine, Norman Anstey, Robert Hobbs (II), Mahendra Raghunath, Phillip Mathebula, Morena Busa Sesatsa",Sony Pictures,1
An Education,Finola Dwyer and Amanda Posey,Nominee,2009,100,Drama,7.3,"131,326",PG-13,Lone Scherfig,"Carey Mulligan, Peter Sarsgaard, Alfred Molina, Dominic Cooper, Rosamund Pike, Emma Thompson, Olivia Williams, Cara Seymour, Matthew Beard, William Melling, Connor Catchpole, Sally Hawkins, Amanda Fairbank-Hynes, Ellie Kendrick, Nick Sampson, Kate Duchene, Bel Parker, Luis Soto, Olenka Wrzesniewski, Bryony Wadsworth, Ashley Taylor-Rhys, James Norton, Beth Rowley, Ben Castle, Mark Edwards, Tom Rees-Roberts, Arnie Somogyi, Paul Wilkinson, Phil Wilkinson",Sony Pictures,1
A Serious Man,Joel Coen and Ethan Coen,Nominee,2009,106,"Comedy,Drama",7.1,"137,770",R,"Roger Deakins, Joel Coen, Ethan Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Amy Landecker, Alan Mandell, Fyvush Finkel, Adam Arkin, Allen Lewis Rickman, Yelena Shmulenson, Peter Breitmayer, Brent Braunschweig, Simon Helberg, David Kang, Aaron Wolff, Jessica McManus, Ari Hoptman, Michael Tezla, George Wyner, Michael Lerner, Benjamin Portnoe, Jon Kaminski Jr., Ronald Schultz, Raye Birk, Charles Brin, Stephen Park, James Cada, Jane Hammill, Sidor Belarsky, Jimi Hendrix, Carter Burwell",Focus Features,1
Up,Jonas Rivera,Nominee,2009,96,"Animation,Adventure,Comedy",8.2,"971,845",PG,"Linn Patrick, Pete Docter, Bob Peterson, Peter Docter","Luis Varela, Matías Prats, Miguel de la Quadra-Salcedo, Sebastián Álvaro, Claudio Rodríguez, Julian Mora, Luis Bajo, José Escobosa, Juan Amador, Claudia Caneda, Miguel Ríus, Ana Isabel Hernando, Edward Asner, Jordan Nagai, Delroy Lindo, Jérôme Ranft, John Ratzenberger, Jess Harnell, Donald Fullilove, Sebastian Warholm, Valerie LaPointe, Jan Rabson, Jeff Pidgeon, Teddy Newton, Laraine Newman, Tony Fucile",Walt Disney Pictures,1
The King's Speech,"Iain Canning, Emile Sherman, and Gareth Unwin",Winner,2010,118,"Biography,Drama,History",8.0,"655,187",PG-13,Tom Hooper,"Colin Firth, Helena Bonham Carter, Geoffrey Rush, Derek Jacobi, Guy Pearce, Timothy Spall, Jennifer Ehle, Anthony Andrews, Claire Bloom, Eve Best, Michael Gambon, Robert Portal, Richard M. Dixon, Paul Trussell, Adrian Scarborough, Andrew Havill, Charles Armstrong, Roger Hammond, Calum Gittins, Dominic Applewhite, Ben Wimsett, Freya Wilson, Ramona Marquez, David Bamber, Jake Hathaway, Patrick Ryecart, Teresa Gallagher, Simon Chandler, Orlando Wells, Tim Downie, Dick Ward, John Albasiny, Danny Emes, John Warnaby, Roger Parrott, Terry Davies",The Weinstein Company,2
Les Misérables,"Tim Bevan, Eric Fellner, Debra Hayward, and Cameron Mackintosh",Nominee,2012,158,"Drama,History,Musical",7.6,"317,030",PG-13,Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Sacha Baron Cohen, Helena Bonham Carter, Eddie Redmayne, Aaron Tveit, Samantha Barks, Daniel Huttlestone, Calvin Cornwall, Josef Altin, David Hawley, Adam Jones, John Barr, Tony Rohr, Richard M. Dixon, Andy Beckwith, Stephen Bent, Georgie Glen, Heather Chasen, Paul Thornley, Paul Howell, Stephen Tate, Michael Jibson, Kate Fleetwood, Hannah Waddington, Clare Foster, Kirsty Hoiles, Jenna Boyd, Alice Fearn, Alison Tennant, Marilyn Cutts, Cathy Breeze, John Albasiny, Bertie Carvel, Tim Downie, Andrew Havill, Dick Ward, Nicola Sloane, Daniel Evans, David Stoller, Ross McCormack, Jaygann Ayeh, Adrian Scarborough, Frances Ruffelle, Lynne Wilmot, Charlotte Spencer, Julia Worsley, Keith Dunphy, Ashley Artus, John Surman, David Cann, James Simmons, Polly Kemp, Ian Pirie, Adam Pearce, Julian Bleach, Mark Pickering, Isabelle Allen, Natalya Wallace, Phil Snowden, Hadrian Delacey, Lottie Steer, Sam Parks, Mark C. Donovan, Lewis Kirk, Leighton Rafferty, Peter Mair, Jack Chissick, Dianne Pilkington, Robyn North, Norma Atallah, Patrick Godfrey, Mark Roper, Paul Leonard, Miles Roughley, Cameron Strefford, Alfie Davis, Joseph West, Joel Phillimore, Jacqueline Dankworth, Amelia Jefford, Chris Barnes, Richard Cordery, Killian Donnelly, Fra Fee, Gabriel Vick, George Blagden, Hugh Skinner, Stuart Neal, Alistair Brammer, Katy Secombe, Hadley Fraser, Linzi Hateley, Gemma Wardle, Gina Beck, Katie Hall, Michael Sarne, John Warnaby, Freya Parks, Jeff Duncan, Lisa Hull, Andrew Deck, Kerry Ingram, Ellie Beaven, Colm Wilkinson",Universal Pictures,2
Black Swan,"Scott Franklin, Mike Medavoy, and Brian Oliver",Nominee,2010,108,"Drama,Thriller",8.0,"721,688",R,Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder, Benjamin Millepied, Ksenia Solo, Kristina Anapau, Janet Montgomery, Sebastian Stan, Toby Hemingway, Sergio Torrado, Mark Margolis, Tina Sloan, Abe Aronofsky, Charlotte Aronofsky, Marcia Jean Kurtz, Shaun P. O'Hagan, Christopher Gartin, Deborah Offner, Stanley B. Herman, Michelle Rodriguez Nouel, Kurt Froman, Marty Krzywonos, Leslie Lyles, John Epperson, Arkadiy Figlin, Timothy Fain, Sarah Lane, Liam Flaherty, Patrick Heusinger",Fox Searchlight,1
